건축물_유형,근저당권_개수,채권최고액,근저당권_설정일_최근,신탁_등기여부,압류_가압류_개수,선순위_채권_존재여부,전입_가능여부,우선변제권_여부,주소,전세가,매매가,전세가율,과거_매매가,과거_전세가,과거_전세가율,위험도
아파트,4,666100000,2024-07-03,False,3,True,False,False,서울특별시 성북구 정릉동 210외 4필지 푸른마을동아아파트 제104동 제13층 제1303호,,,,,,,1
아파트,3,878000000,2011-03-23,False,9,True,False,False,서울특별시 은평구 구산동 13-5,,,,,,,1
빌라,1,1392000000,2019-10-21,False,13,True,False,False,서울특별시 은평구 대조동 8-3,,,,417500000.0,,,1
아파트,0,0,,False,14,True,False,False,서울특별시 은평구 구산동 17-49 부성빌라 제5층 제501호,,,,280000000.0,280000000.0,100.00%,1
빌라,2,97500000,2024-01-22,False,15,True,False,False,서울특별시 은평구 역촌동 32-30 제3층 제301호,,,,,,,1
아파트,1,52800000,2008-12-09,False,1,True,False,False,서울특별시 은평구 역촌동 21-10 제지하층 제가호,,,,,,,1
아파트,0,0,,False,11,True,False,False,서울특별시 은평구 구산동 23-19 제3층 제302호,,,,140000000.0,152000000.0,108.57%,1
아파트,0,0,,False,13,True,False,False,서울특별시 은평구 역촌동 26-17 제지하층 제1호,,,,130000000.0,130000000.0,100.00%,1
아파트,0,0,,False,28,True,False,False,서울특별시 은평구 역촌동 14-69 제1층 제101호,,,,200000000.0,110000000.0,55.00%,1
아파트,1,90000000,2020-09-10,False,24,True,False,False,서울특별시 은평구 구산동 15-36 제5층 제501호,,,,160000000.0,160000000.0,100.00%,1
아파트,1,225000000,2021-11-29,False,5,True,False,False,서울특별시 은평구 구산동 216-3 효성쉐르빌 제비동 제5층 제502호,,,,290000000.0,290000000.0,100.00%,1
아파트,3,641200000,2022-02-08,False,32,True,False,False,서울특별시 은평구 역촌동 231 한국리치빌아파트 제4층 제405호,,,,296000000.0,,,1
빌라,7,736690000,2021-09-09,False,36,True,False,False,,,,,,,,1
아파트,3,181200000,2023-01-05,False,34,True,False,False,서울특별시 양천구 목동 760-26 은혜하이츠빌라 제지하층 제1호,,,,170000000.0,,,1
아파트,1,4752000000,2022-08-25,False,3,True,False,False,서울특별시 강서구 화곡동 342-1,,,,,,,1
기타,0,0,,False,13,True,False,False,서울특별시 강서구 화곡동,,,,,,,1
아파트,3,560000000,2023-10-18,False,3,True,False,False,서울특별시 강서구 화곡동 857-9 제1호,,,,,,,1
아파트,0,0,,False,1,True,False,False,서울특별시 양천구 신월동 46-3 제지하층 제1호,,,,115000000.0,100000000.0,86.96%,1
아파트,1,6000000000,2022-06-10,False,51,True,False,False,서울특별시 양천구 신월동 145-5,,,,,,,1
아파트,0,0,,False,4,True,False,False,서울특별시 양천구 신월동 201-7 제지하층 제2호,,,,123000000.0,123000000.0,100.00%,1
단독주택,0,0,,False,2,True,False,False,서울특별시 양천구 신정동 929-14,,,,,150000000.0,,1
아파트,1,260000000,2021-12-14,False,1,True,False,False,서울특별시 강서구 방화동 852 마곡중앙하이츠아파트 제1204동 제2층 제206호,,,,163000000.0,220000000.0,134.97%,1
아파트,2,600000000,2022-12-22,False,1,True,False,False,서울특별시 강서구 공항동 41-33,,,,,,,1
아파트,1,960000000,2023-07-24,False,6,True,False,False,서울특별시 강서구 공항동 1348-5,,,,,,,1
아파트,7,2377200000,2024-01-17,False,70,True,False,False,서울특별시 강서구 화곡동,,,,,,,1
빌라,1,140400000,2014-09-30,False,5,True,False,False,서울특별시 강서구 화곡동 1070-29 호성빌라 제3층 제301호,,,,190000000.0,,,1
빌라,4,191000000,2024-12-12,False,8,True,False,False,서울특별시 강서구 화곡동 370-3외 1필지 제지하층 제비01호,,,,155000000.0,155000000.0,100.00%,1
아파트,0,0,,False,3,True,False,False,서울특별시 강서구 화곡동 159-1 제4층 제1호,,,,199000000.0,,,1
아파트,0,0,,False,20,True,False,False,서울특별시 강서구 화곡동 56-277 제3층 제301호,,,,165000000.0,165000000.0,100.00%,1
아파트,0,0,,False,3,True,False,False,서울특별시 강서구 화곡동 865-3 제2층 제202호,,,,185000000.0,185000000.0,100.00%,1
아파트,0,0,,False,18,True,False,False,서울특별시 강서구 화곡동 1070-28 제2층 제201호,,,,240000000.0,270000000.0,112.50%,1
아파트,1,90000000,2020-02-07,False,43,True,False,False,서울특별시 강서구 화곡동 1078-14외 1필지 블루파크빌 제3층 제302호,,,,245000000.0,245000000.0,100.00%,1
아파트,2,956500000,2023-11-27,False,19,True,False,False,서울특별시 강서구 화곡동 1091 화곡푸르지오 제142동 제15층 제1501호,,,,,,,1
아파트,1,196350000,2016-08-01,False,13,True,False,False,서울특별시 강서구 화곡동 1144 우림필유아파트 제4층 제401호,,,,315000000.0,,,1
아파트,1,50000000,2021-11-05,False,7,True,False,False,서울특별시 도봉구 도봉동 625-12 제3층 제301호,,,,160000000.0,,,1
아파트,3,96700000,2023-02-14,False,24,True,False,False,서울특별시 도봉구 도봉동 578 동일하이츠맨션 제지하층 제1호,,,,50000000.0,,,1
아파트,2,624000000,2023-07-25,False,9,True,False,False,서울특별시 강북구 수유동 708-12,,,,,,,1
아파트,2,111000000,2021-09-01,False,23,True,False,False,서울특별시 강북구 미아동 791-3591 제2층 제202호,,,,120000000.0,,,1
다세대주택,1,65000000,2000-10-13,False,5,True,False,False,서울특별시 도봉구 쌍문동 315-337 제1층 제101호,,,,,,,1
아파트,0,0,,False,5,True,False,False,,,,,,,,1
아파트,1,1495000000,2022-09-22,False,12,True,False,False,서울특별시 강북구 수유동 359-26,,,,,,,1
아파트,1,1495000000,2022-09-22,False,17,True,False,False,서울특별시 강북구 수유동 359-59,,,,,,,1
아파트,0,0,,False,18,True,False,False,서울특별시 도봉구 쌍문동 294-12 제2층 제201호,,,,195000000.0,195000000.0,100.00%,1
아파트,1,466000000,2020-09-02,False,4,True,False,False,서울특별시 강북구 수유동 518-27,,,,,,,1
빌라,1,105300000,2015-11-10,False,6,True,False,False,서울특별시 도봉구 쌍문동 345-6 제4층 제402호,,,,53000000.0,,,1
빌라,0,0,,False,3,True,False,False,서울특별시 강북구 수유동 53-46 제4층 제401호,,,,,,,1
아파트,3,67200000,2021-05-12,False,34,True,False,False,서울특별시 강북구 수유동 166-34 제2층 제202호,,,,,,,1
아파트,1,100000000,2023-07-27,False,7,True,False,False,서울특별시 강북구 수유동 172-221 제3층 제304호,,,,,,,1
빌라,0,0,,False,13,True,False,False,서울특별시 강북구 수유동 410-30 제2층 제1호,,,,140000000.0,130000000.0,92.86%,1
아파트,2,52500000,2022-07-06,False,10,True,False,False,서울특별시 강북구 수유동 486-714 제3층 제1호,,,,130000000.0,,,1
아파트,1,214500000,1999-03-22,False,1,True,False,False,,,,,,,,1
기타,1,300000000,2019-03-15,False,7,True,False,False,,,,,,55000000.0,,1
기타,0,0,,False,6,True,False,False,,,,,180000000.0,,,1
아파트,0,0,,False,23,True,False,False,,,,,3600000.0,,,1
아파트,0,0,,False,1,True,False,False,서울특별시 강북구 미아동 791-1361 제2층 제2호,,,,155000000.0,155000000.0,100.00%,1
아파트,0,0,,False,12,True,False,False,서울특별시 도봉구 방학동 714 제지하층 제비02호,,,,130000000.0,,,1
아파트,1,392000000,2017-12-18,False,6,True,False,False,서울특별시 도봉구 도봉동 641외 1필지 서원아파트 제114동 제11층 제1105호,,,,84500000.0,,,1
아파트,3,1005600000,2022-01-11,False,7,True,False,False,서울특별시 도봉구 방학동 720-1 대상타운현대아파트 제204동 제16층 제1602호,,,,,,,1
빌라,0,0,,False,28,True,False,False,서울특별시 도봉구 쌍문동 137-198 제4층 제402호,,,,190000000.0,,,1
연립주택,0,0,,False,1,True,False,False,서울특별시 강북구 수유동 731 에스에이치스카이 제102동 제2층 제106호,,,,,230000000.0,,1
아파트,0,0,,False,9,True,False,False,서울특별시 강북구 수유동 475-116외 1필지 대주드림빌라 제4층 제402호,,,,125000000.0,125000000.0,100.00%,1
아파트,0,0,,False,5,True,False,False,서울특별시 강북구 수유동 130-156 제2층 제202호,,,,175000000.0,,,1
아파트,3,2869872948,2023-03-22,False,25,True,False,False,서울특별시 중랑구 면목동,,,,,,,1
연립주택,4,4029871600,2023-03-22,False,4,True,False,False,서울특별시 중랑구 면목동 371-134 제지하층,,,,1600000000.0,,,1
아파트,2,1176000000,2024-08-23,False,0,True,True,False,서울특별시 중랑구 면목동,,,,,,,1
아파트,3,3760000000,2022-01-05,False,7,True,False,False,서울특별시 중랑구 면목동 재개발지구1369 내,,,,,,,1
아파트,0,0,,False,15,True,False,False,인천광역시 미추홀구 숭의동 183-32 현대탑스빌 제2층 제201호,,,,112000000.0,112000000.0,100.00%,1
아파트,3,71600000,2023-05-09,False,12,True,False,False,인천광역시 미추홀구 숭의동 248-24외 1필지 가천레스트빌 제2동 제4층 제401호,,,,59000000.0,,,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 주안동 285-35 현대드림타운 제1층 제103호,,,,102000000.0,102000000.0,100.00%,1
아파트,0,0,,False,25,True,False,False,인천광역시 미추홀구 문학동 355-29 뉴그린빌1 제1층 제101호,,,,105000000.0,,,1
아파트,0,0,,False,4,True,False,False,인천광역시 미추홀구 용현동 676-17외 1필지 다흥탑스빌 제1층 제101호,,,,77000000.0,77000000.0,100.00%,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 숭의동 48-2외 1필지 제나동 제5층 제502호,,,,112000000.0,,,1
아파트,1,93170000,2021-07-09,False,22,True,False,False,인천광역시 미추홀구 주안동 181-4 한림아트빌 제2층 제201호,,,,137000000.0,,,1
아파트,0,0,,False,14,True,False,False,인천광역시 미추홀구 주안동 271-3외 1필지 현대훼밀리아파트 제6층 제602호,,,,138500000.0,138500000.0,100.00%,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 용현동 676-26외 2필지 다흥힐타운 제3동 제4층 제402호,,,,130000000.0,130000000.0,100.00%,1
아파트,1,265200000,2022-05-25,False,22,True,False,False,인천광역시 미추홀구 숭의동 159-1 광해리드빌 제9층 제901호,,,,215000000.0,,,1
아파트,2,452000000,2022-07-07,False,1,True,False,False,인천광역시 미추홀구 주안동 1614외 5필지 주안더월드스테이트 제105동 제14층 제1405호,,,,205000000.0,,,1
아파트,1,130000000,2009-03-13,False,1,True,False,False,인천광역시 미추홀구 용현동 55-284 수봉탑스빌 제4층 제402호,,,,173000000.0,,,1
아파트,0,0,,False,3,True,False,False,인천광역시 미추홀구 주안동 75-41 드림하우스 제4층 제401호,,,,170000000.0,170000000.0,100.00%,1
아파트,2,105520000,2021-12-28,False,11,True,False,False,인천광역시 미추홀구 용현동 456-135외 1필지 현대빌라 씨동 제1층 제103호,,,,80000000.0,,,1
아파트,1,119000000,2009-09-23,False,13,True,False,False,인천광역시 미추홀구 주안동 203-10 진복타운 102동 제4층 제404호,,,,130000000.0,,,1
아파트,2,96000000,2021-10-20,False,25,True,False,False,인천광역시 미추홀구 숭의동 341-10 이예스아파텔 제9층 제902호,,,,172000000.0,172000000.0,100.00%,1
빌라,0,0,,False,9,True,False,False,인천광역시 미추홀구 숭의동 340-13 영진펠리스 제4층 제401호,,,,162000000.0,162000000.0,100.00%,1
아파트,1,25000000,2019-01-22,False,8,True,False,False,인천광역시 미추홀구 숭의동 33-158 인성빌라 제마동 제2층 제202호,,,,,97000000.0,,1
아파트,0,0,,False,19,True,False,False,인천광역시 미추홀구 주안동 286-5외 1필지 앙상블2차 제7층 제702호,,,,145000000.0,145000000.0,100.00%,1
기타,1,107900000,2010-10-26,False,8,True,False,False,인천광역시 미추홀구 주안동 203-1 진복타운 제101동 제2층 제204호,,,,143000000.0,54000000.0,37.76%,1
기타,1,85200000,2016-11-08,False,11,True,False,False,인천광역시 미추홀구 주안동 203-1 진복타운 제101동 제5층 제504호,,,,145000000.0,,,1
아파트,1,85200000,2016-11-07,False,6,True,False,False,인천광역시 미추홀구 주안동 203-1 진복타운 제101동 제6층 제602호,,,,145000000.0,,,1
아파트,0,0,,False,6,True,False,False,인천광역시 미추홀구 숭의동 248-155 숭의동에이원빌라 제3층 제303호,,,,110000000.0,150000000.0,136.36%,1
아파트,0,0,,False,10,True,False,False,인천광역시 미추홀구 숭의동 169-3 가온누리 제6층 제601호,,,,192000000.0,192000000.0,100.00%,1
아파트,0,0,,False,3,True,False,False,인천광역시 미추홀구 주안동 1520-4외 1필지 진흥아트빌 제3층 제302호,,,,136000000.0,136000000.0,100.00%,1
다세대주택,1,134400000,2017-01-18,False,3,True,False,False,인천광역시 미추홀구 주안동 147-14 신성캐슬 제3층 제301호,,,,194000000.0,58000000.0,29.90%,1
아파트,1,156000000,2011-03-25,False,8,True,False,False,인천광역시 미추홀구 주안동 147-14 신성캐슬 제3층 제302호,,,,185000000.0,,,1
아파트,0,0,,False,12,True,False,False,인천광역시 미추홀구 숭의동 168-15 제6층 제601호,,,,230000000.0,230000000.0,100.00%,1
빌라,0,0,,False,6,True,False,False,인천광역시 미추홀구 주안동 285-12외 1필지 제3층 제301호,,,,222000000.0,222000000.0,100.00%,1
아파트,0,0,,False,3,True,False,False,인천광역시 미추홀구 숭의동 29-7 해인아트빌2 제4층 제402호,,,,135000000.0,140000000.0,103.70%,1
기타,1,133200000,2018-05-14,False,3,True,False,False,인천광역시 미추홀구 도화동 440-7 하늘빌2차 제4층 제402호,,,,,,,1
아파트,0,0,,False,1,True,False,False,인천광역시 미추홀구 도화동 604-3 제3층 제302호,,,,117000000.0,117000000.0,100.00%,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 주안동 219-4 주안네오빌주상복합 제11층 제아파트1102호,,,,64000000.0,64000000.0,100.00%,1
아파트,0,0,,False,12,True,False,False,인천광역시 미추홀구 주안동 199-4외 1필지 대경이즈뷰아파트 제6층 제602호,,,,186000000.0,186000000.0,100.00%,1
다세대주택,0,0,,False,11,True,False,False,인천광역시 미추홀구 주안동 285-16 현대팰리스 제1동 제5층 제501호,,,,168000000.0,120000000.0,71.43%,1
아파트,1,50000000,2021-02-02,False,21,True,False,False,인천광역시 미추홀구 숭의동 303-18외 2필지 예찬빌 제5층 제502호,,,,171000000.0,171000000.0,100.00%,1
아파트,0,0,,False,6,True,False,False,인천광역시 미추홀구 주안동 1429-27 화인에이스빌 제1동 제5층 제501호,,,,159000000.0,159000000.0,100.00%,1
아파트,1,133200000,2018-03-22,False,4,True,False,False,인천광역시 미추홀구 도화동 440-3 벨라지오 제5층 제504호,,,,,65000000.0,,1
아파트,1,143000000,2012-10-11,False,8,True,False,False,인천광역시 미추홀구 숭의동 184-2 누보해찬솔 제2층 제201호,,,,,,,1
기타,1,130000000,2012-07-11,False,14,True,False,False,인천광역시 미추홀구 숭의동 171-34 진복행복마을 제3층 제302호,,,,,,,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 주안동 201-15 엔에스파크 제2층 제202호,,,,180000000.0,180000000.0,100.00%,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 주안동 81-15 알바트로스 제4층 제408호,,,,73500000.0,73500000.0,100.00%,1
아파트,1,153600000,2012-10-08,False,11,True,False,False,인천광역시 미추홀구 도화동 618-1 에버그린2차 제7층 제704호,,,,,,,1
아파트,0,0,,False,9,True,False,False,인천광역시 미추홀구 주안동 220-1 명주아르디에 제14층 제1401호,,,,55600000.0,,,1
아파트,0,0,,False,9,True,False,False,인천광역시 미추홀구 주안동 200-15 엔에스타워텔 제9층 제901호,,,,65000000.0,65000000.0,100.00%,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 주안동 200-15 엔에스타워텔 제9층 제904호,,,,54000000.0,54000000.0,100.00%,1
아파트,0,0,,False,8,True,False,False,인천광역시 미추홀구 숭의동 190-15 하늘세상 제5층 제502호,,,,132000000.0,,,1
아파트,0,0,,False,1,True,False,False,인천광역시 미추홀구 숭의동 2-123 제2층 제201호,,,,120000000.0,,,1
기타,1,225600000,2013-07-24,False,6,True,False,False,인천광역시 미추홀구 숭의동 2-123 제4층 제401호,,,,,,,1
기타,1,225600000,2013-07-24,False,8,True,False,False,인천광역시 미추홀구 숭의동 2-123 제4층 제402호,,,,,,,1
기타,1,118300000,2013-05-27,False,8,True,False,False,인천광역시 미추홀구 주안동 69-25 제6층 제602호,,,,,,,1
기타,1,118300000,2013-05-27,False,8,True,False,False,인천광역시 미추홀구 주안동 69-25 제7층 제701호,,,,,75000000.0,,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 도화동 618-9 가온누리 제5층 제502호,,,,206000000.0,206000000.0,100.00%,1
기타,1,150000000,2013-09-03,False,1,True,False,False,인천광역시 미추홀구 주안동 101-6 하늘세상 제5층 제502호,,,,,,,1
아파트,0,0,,False,5,True,False,False,인천광역시 미추홀구 숭의동 340-27 제5층 제502호,,,,150000000.0,150000000.0,100.00%,1
빌라,0,0,,False,4,True,False,False,인천광역시 미추홀구 주안동 75-8외 1필지 트인자리애 제303호,,,,205000000.0,,,1
아파트,0,0,,False,6,True,False,False,인천광역시 미추홀구 주안동 206-26 럭스빌 제2층 제202호,,,,,150000000.0,,1
아파트,1,105300000,2018-03-22,False,3,True,False,False,인천광역시 미추홀구 주안동 262-1 토담빌리지 제3층 제301호,,,,,,,1
기타,0,0,,False,5,True,False,False,인천광역시 미추홀구 주안동 115-1외 1필지 주안웰가 제9층 제918호,,,,80000000.0,80000000.0,100.00%,1
아파트,0,0,,False,15,True,False,False,인천광역시 미추홀구 학익동 264-4외 10필지 제1층 제110호,,,,,,,1
아파트,0,0,,False,14,True,False,False,인천광역시 미추홀구 학익동 264-4외 10필지 제2층 제202호,,,,,,,1
기타,0,0,,False,8,True,False,False,인천광역시 미추홀구 학익동 264-4외 10필지 제2층 제204호,,,,,,,1
기타,0,0,,False,5,True,False,False,인천광역시 미추홀구 학익동 264-4외 10필지 제8층 제815호,,,,,,,1
아파트,0,0,,False,5,True,False,False,인천광역시 미추홀구 학익동 264-4외 10필지 제11층 제1103호,,,,,,,1
기타,0,0,,False,5,True,False,False,인천광역시 미추홀구 학익동 264-4외 10필지 제11층 제1109호,,,,,,,1
기타,0,0,,False,5,True,False,False,인천광역시 미추홀구 학익동 264-4외 10필지 제11층 제1116호,,,,,,,1
아파트,0,0,,False,3,True,False,False,인천광역시 미추홀구 주안동 89-6 이츠 제3층 제301호,,,,175000000.0,172400000.0,98.51%,1
오피스텔,1,112800000,2018-03-22,False,14,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제2층 제201호,,,,,,,1
오피스텔,1,116400000,2018-03-22,False,8,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제2층 제202호,,,,,70000000.0,,1
오피스텔,1,118800000,2018-03-22,False,5,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제2층 제203호,,,,,,,1
오피스텔,1,86400000,2018-03-22,False,6,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제2층 제204호,,,,,,,1
오피스텔,1,112800000,2018-03-22,False,6,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제3층 제301호,,,,,75000000.0,,1
오피스텔,1,116400000,2018-03-22,False,3,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제3층 제302호,,,,,,,1
오피스텔,1,118800000,2018-03-22,False,6,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제3층 제303호,,,,,,,1
오피스텔,1,86400000,2018-03-22,False,9,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제3층 제304호,,,,,,,1
오피스텔,1,116400000,2018-03-22,False,3,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제4층 제402호,,,,,,,1
오피스텔,1,118800000,2018-03-22,False,3,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제4층 제403호,,,,,,,1
오피스텔,1,86400000,2018-03-22,False,3,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제4층 제404호,,,,,,,1
오피스텔,1,114400000,2014-07-23,False,1,True,False,False,인천광역시 미추홀구 주안동 201-3외 2필지 다원캐슬 제8층 제802호,,,,,,,1
아파트,1,119600000,2015-11-06,False,1,True,False,False,인천광역시 미추홀구 숭의동 159-26 에쓰갤러리 제3층 제302호,,,,,,,1
아파트,1,117000000,2017-12-29,False,1,True,False,False,인천광역시 미추홀구 숭의동 122-3 행복캐슬 제101동 제4층 제401호,,,,,66000000.0,,1
아파트,1,115700000,2017-12-29,False,1,True,False,False,인천광역시 미추홀구 숭의동 122-3 행복캐슬 제101동 제4층 제402호,,,,,70000000.0,,1
아파트,1,124700000,2017-12-29,False,8,True,False,False,인천광역시 미추홀구 숭의동 122-3 행복캐슬 제101동 제7층 제702호,,,,,68000000.0,,1
아파트,1,124800000,2017-12-29,False,3,True,False,False,인천광역시 미추홀구 숭의동 122-3 행복캐슬 제101동 제8층 제802호,,,,,,,1
아파트,1,126100000,2017-12-29,False,1,True,False,False,인천광역시 미추홀구 숭의동 122-3 행복캐슬 제101동 제9층 제901호,,,,,,,1
아파트,1,124800000,2017-12-29,False,3,True,False,False,인천광역시 미추홀구 숭의동 122-3 행복캐슬 제101동 제9층 제902호,,,,,68000000.0,,1
아파트,1,126100000,2017-12-29,False,1,True,False,False,인천광역시 미추홀구 숭의동 122-3 행복캐슬 제101동 제9층 제903호,,,,,67200000.0,,1
아파트,1,129600000,2015-05-08,False,7,True,False,False,인천광역시 미추홀구 숭의동 122-10 행복캐슬 제103동 제9층 제901호,,,,,85000000.0,,1
아파트,0,0,,False,16,True,False,False,인천광역시 미추홀구 주안동 215-1외 1필지 창우빌라트 제4층 제402호,,,,180000000.0,180000000.0,100.00%,1
아파트,0,0,,False,9,True,False,False,인천광역시 미추홀구 숭의동 164-10 명보프라임 제12층 제1202호,,,,186000000.0,186000000.0,100.00%,1
아파트,0,0,,False,9,True,False,False,인천광역시 미추홀구 숭의동 164-10 명보프라임 제12층 제1203호,,,,169000000.0,169000000.0,100.00%,1
아파트,1,119600000,2018-04-12,False,8,True,False,False,인천광역시 미추홀구 주안동 94-3 올레오아파트 제13층 제1304호,,,,,,,1
기타,0,0,,False,3,True,False,False,인천광역시 미추홀구 숭의동 129-3외 2필지 제3층 제302호,,,,,150000000.0,,1
아파트,0,0,,False,5,True,False,False,인천광역시 미추홀구 숭의동 129-3외 2필지 제3층 제303호,,,,220000000.0,220000000.0,100.00%,1
아파트,0,0,,False,9,True,False,False,인천광역시 미추홀구 주안동 50-1외 2필지 이츠아파트 제5층 제501호,,,,180000000.0,180000000.0,100.00%,1
아파트,0,0,,False,12,True,False,False,인천광역시 미추홀구 주안동 50-1외 2필지 이츠아파트 제15층 제1505호,,,,211000000.0,211000000.0,100.00%,1
기타,1,135200000,2015-07-31,False,1,True,False,False,인천광역시 미추홀구 주안동 233-7 그린아트빌 제2층 제202호,,,,,,,1
기타,1,135200000,2015-07-31,False,4,True,False,False,인천광역시 미추홀구 주안동 233-7 그린아트빌 제3층 제302호,,,,,,,1
기타,1,135200000,2015-07-31,False,1,True,False,False,인천광역시 미추홀구 주안동 233-7 그린아트빌 제4층 제402호,,,,,,,1
기타,1,135200000,2015-07-31,False,1,True,False,False,인천광역시 미추홀구 주안동 233-7 그린아트빌 제5층 제502호,,,,,,,1
기타,1,135200000,2015-07-31,False,1,True,False,False,인천광역시 미추홀구 주안동 233-7 그린아트빌 제6층 제602호,,,,,,,1
아파트,0,0,,False,5,True,False,False,인천광역시 미추홀구 주안동 1569-2외 4필지 하우스토리 제1동 제3층 제303호,,,,150000000.0,150000000.0,100.00%,1
아파트,0,0,,False,10,True,False,False,인천광역시 미추홀구 주안동 170-2외 3필지 이안아파트 제6층 제602호,,,,220000000.0,317000000.0,144.09%,1
아파트,1,162500000,2015-09-25,False,11,True,False,False,인천광역시 미추홀구 주안동 155-2외 3필지 스위트리아아파트 제101동 제3층 제306호,,,,,,,1
아파트,1,162500000,2015-09-25,False,13,True,False,False,인천광역시 미추홀구 주안동 155-2외 3필지 스위트리아아파트 제101동 제4층 제406호,,,,,,,1
아파트,1,162500000,2015-09-25,False,11,True,False,False,인천광역시 미추홀구 주안동 155-2외 3필지 스위트리아아파트 제101동 제7층 제706호,,,,,79000000.0,,1
아파트,1,152100000,2015-09-25,False,11,True,False,False,인천광역시 미추홀구 주안동 155-2외 3필지 스위트리아아파트 제101동 제11층 제1107호,,,,,100000000.0,,1
아파트,1,152100000,2015-09-25,False,11,True,False,False,인천광역시 미추홀구 주안동 155-2외 3필지 스위트리아아파트 제101동 제14층 제1407호,,,,,100000000.0,,1
아파트,1,162500000,2015-11-04,False,5,True,False,False,인천광역시 미추홀구 숭의동 121-12 한아름아파트 제101동 제6층 제603호,,,,,95000000.0,,1
아파트,1,132000000,2015-12-01,False,4,True,False,False,인천광역시 미추홀구 주안동 229-7외 1필지 성우아파트 제6층 제606호,,,,,75000000.0,,1
아파트,1,132000000,2015-12-01,False,4,True,False,False,인천광역시 미추홀구 주안동 229-7외 1필지 성우아파트 제9층 제902호,,,,,95000000.0,,1
아파트,0,0,,False,5,True,False,False,인천광역시 미추홀구 주안동 200-23 스타뷰 제3층 제304호,,,,211000000.0,211000000.0,100.00%,1
아파트,0,0,,False,12,True,False,False,인천광역시 미추홀구 주안동 1588-18 제2층 제202호,,,,118500000.0,198000000.0,167.09%,1
아파트,0,0,,False,5,True,False,False,인천광역시 미추홀구 학익동 658-1 예다움 제2층 제205호,,,,175000000.0,190000000.0,108.57%,1
