건축물_유형,근저당권_개수,채권최고액,근저당권_설정일_최근,신탁_등기여부,압류_가압류_개수,선순위_채권_존재여부,전입_가능여부,우선변제권_여부,과거_매매가,과거_전세가,과거_전세가율,주소,전세가,매매가,전세가율,위험도
아파트,2,748354670,2021-03-22,False,0,True,True,False,637871344,531903851,83.39%,,,,,1
빌라,0,0,,False,0,False,True,True,590778906,423689404,71.72%,,,,,0
아파트,4,1269326736,2022-03-26,False,0,True,True,False,702014449,613411084,87.38%,,,,,1
빌라,2,1067483462,2021-12-14,True,1,True,False,False,967741293,856929334,88.55%,,,,,1
다세대주택,5,429430816,2022-05-12,False,0,True,True,False,311052124,280702284,90.24%,,,,,1
빌라,1,43299274,2023-06-11,False,0,True,True,False,176623093,114585267,64.88%,,,,,0
빌라,0,0,,False,1,True,True,False,539513372,353822079,65.58%,,,,,1
연립주택,1,295536841,2023-01-02,False,0,True,True,False,977854771,562466845,57.52%,,,,,0
빌라,0,0,,False,0,False,True,True,121571401,129883793,106.84%,,,,,1
아파트,1,164694290,2025-01-19,False,0,True,True,False,303502634,159920331,52.69%,,,,,1
아파트,4,742838852,2023-02-03,False,0,True,True,False,601053216,330767197,55.03%,,,,,1
다세대주택,1,127555780,2024-11-16,False,0,True,True,False,249917168,157378412,62.97%,,,,,1
아파트,0,0,,True,0,False,True,True,484731082,288433292,59.5%,,,,,1
빌라,0,0,,False,1,True,True,False,1711944741,1036948532,60.57%,,,,,1
다세대주택,1,51769686,2021-10-20,False,0,True,True,False,100000000,108793212,108.79%,,,,,1
아파트,0,0,,False,0,False,True,True,407680715,328735476,80.64%,,,,,0
빌라,2,530410436,2023-01-07,False,0,True,True,False,528556912,461466324,87.31%,,,,,1
아파트,2,442579996,2021-07-27,False,0,True,True,False,853546822,838160883,98.2%,,,,,1
다세대주택,3,740547936,2021-04-25,False,1,True,True,False,579630251,613756374,105.89%,,,,,1
오피스텔,0,0,,False,0,False,True,True,808952905,804642631,99.47%,,,,,0
아파트,3,893832646,2024-10-25,False,0,True,True,False,498238753,370538583,74.37%,,,,,1
아파트,0,0,,False,1,True,True,False,933128749,924586349,99.08%,,,,,1
아파트,2,1442532288,2021-04-12,False,1,True,True,False,1277479639,685517782,53.66%,,,,,1
다세대주택,0,0,,False,0,False,True,True,234401617,178289308,76.06%,,,,,0
오피스텔,0,0,,False,0,False,True,True,485651158,491832037,101.27%,,,,,1
다세대주택,0,0,,False,0,False,True,True,607076774,456510716,75.2%,,,,,0
빌라,1,292109030,2020-12-22,False,0,True,True,False,572443714,511151626,89.29%,,,,,1
빌라,1,331506908,2025-07-27,False,0,True,True,False,636571062,489355919,76.87%,,,,,1
오피스텔,1,83990456,2022-02-20,False,1,True,True,False,152864361,86154546,56.36%,,,,,1
아파트,0,0,,False,0,False,True,True,843926703,517211390,61.29%,,,,,0
다세대주택,0,0,,False,0,False,True,True,351883935,299810244,85.2%,,,,,0
연립주택,2,239910889,2025-06-28,False,0,True,True,False,442232630,263322081,59.54%,,,,,1
아파트,1,289253995,2023-05-25,False,0,True,True,False,571466347,474478888,83.03%,,,,,1
오피스텔,1,373521300,2025-01-25,False,0,True,True,False,895135171,731946178,81.77%,,,,,1
빌라,1,173674823,2021-03-04,True,0,True,False,False,332963978,256511243,77.04%,,,,,1
빌라,0,0,,False,0,False,True,True,556084914,382294037,68.75%,,,,,0
다가구주택,0,0,,False,0,False,True,True,910844538,794109765,87.18%,,,,,0
아파트,3,482325943,2021-09-03,False,1,True,True,False,378098443,278372361,73.62%,,,,,1
빌라,0,0,,False,0,False,True,True,305657128,308657905,100.98%,,,,,1
빌라,1,96047671,2024-01-31,False,0,True,True,False,367136362,326685266,88.98%,,,,,1
다세대주택,1,360366282,2023-01-06,False,1,True,True,False,626560247,430921039,68.78%,,,,,1
연립주택,0,0,,False,0,False,True,True,430047414,348999171,81.15%,,,,,0
빌라,1,228307030,2020-11-05,False,0,True,True,False,416306166,276430099,66.4%,,,,,1
다세대주택,0,0,,False,0,False,True,True,394753879,248048473,62.84%,,,,,0
오피스텔,0,0,,False,0,False,True,True,261515145,199079027,76.13%,,,,,0
오피스텔,2,211893556,2021-12-09,False,1,True,True,False,384431177,315356226,82.03%,,,,,1
다세대주택,1,579326228,2020-11-27,False,0,True,True,False,1800106482,1699082070,94.39%,,,,,1
아파트,1,400275214,2023-10-08,False,0,True,True,False,1036287281,804722382,77.65%,,,,,1
빌라,1,400292019,2021-12-15,False,0,True,True,False,744605528,446622386,59.98%,,,,,1
빌라,0,0,,False,0,False,True,True,604926402,430667687,71.19%,,,,,0
빌라,0,0,,False,0,False,True,True,809454077,606691097,74.95%,,,,,0
다가구주택,3,766143530,2024-07-14,False,0,True,True,False,449451836,385167752,85.7%,,,,,1
아파트,3,451433223,2025-01-13,False,0,True,True,False,372964950,274246545,73.53%,,,,,1
빌라,0,0,,False,0,False,True,True,275686407,179622438,65.15%,,,,,0
다세대주택,2,201447301,2024-04-13,False,0,True,True,False,343913652,270376914,78.62%,,,,,1
연립주택,2,324157815,2021-05-29,False,0,True,True,False,511849667,561755431,109.75%,,,,,1
연립주택,1,107000276,2021-10-02,False,0,True,True,False,313269178,327502585,104.54%,,,,,1
빌라,0,0,,False,0,False,True,True,424382578,417439822,98.36%,,,,,0
오피스텔,0,0,,False,0,False,True,True,328430216,283746757,86.39%,,,,,0
아파트,0,0,,False,1,True,True,False,140430505,72513841,51.64%,,,,,1
단독주택,1,435184516,2023-07-17,False,0,True,True,False,870415850,886734635,101.87%,,,,,1
연립주택,2,627412884,2024-01-09,False,1,True,True,False,642626802,410143714,63.82%,,,,,1
빌라,1,79522072,2024-01-14,True,0,True,False,False,328842543,252026882,76.64%,,,,,1
오피스텔,0,0,,False,0,False,True,True,938067610,675833105,72.05%,,,,,0
오피스텔,3,649732427,2020-09-18,False,0,True,True,False,532981991,298316940,55.97%,,,,,1
빌라,2,282661434,2021-02-22,False,0,True,True,False,514746055,318720498,61.92%,,,,,1
아파트,1,282635053,2024-06-12,False,0,True,True,False,676126634,475984471,70.4%,,,,,1
연립주택,1,323530092,2022-12-27,False,0,True,True,False,751789300,738315067,98.21%,,,,,1
다세대주택,1,312587533,2023-09-13,False,0,True,True,False,598855246,603099833,100.71%,,,,,1
다세대주택,1,472642582,2021-11-10,True,0,True,True,False,829467643,644097174,77.65%,,,,,1
다가구주택,0,0,,False,0,False,True,True,100000000,80940505,80.94%,,,,,0
빌라,0,0,,False,0,False,True,True,1010519010,867040261,85.8%,,,,,0
빌라,1,354263395,2022-05-24,False,0,True,True,False,696450039,585304440,84.04%,,,,,1
연립주택,0,0,,False,0,False,True,True,284126598,252554257,88.89%,,,,,0
빌라,0,0,,False,0,False,True,True,1189915009,782701638,65.78%,,,,,0
빌라,1,320801543,2025-03-19,True,0,True,False,False,860029303,527821274,61.37%,,,,,1
오피스텔,0,0,,False,0,False,True,True,626120814,549080442,87.7%,,,,,0
오피스텔,3,310757908,2024-09-14,False,1,True,True,False,424162483,441544066,104.1%,,,,,1
빌라,1,107112473,2024-11-09,False,0,True,True,False,310429482,307606936,99.09%,,,,,1
오피스텔,2,582395299,2024-01-18,False,0,True,True,False,527843150,284378623,53.88%,,,,,1
아파트,2,271390673,2022-07-15,False,0,True,True,False,273846406,244925402,89.44%,,,,,1
빌라,2,217468713,2021-10-17,False,0,True,True,False,362932801,384829883,106.03%,,,,,1
단독주택,0,0,,False,0,False,True,True,521329535,261824239,50.22%,,,,,0
단독주택,0,0,,False,0,False,True,True,733108717,606977642,82.8%,,,,,0
오피스텔,0,0,,True,0,False,False,False,703377409,487699786,69.34%,,,,,1
단독주택,0,0,,False,0,False,True,True,396944813,254031244,64.0%,,,,,0
연립주택,1,558809376,2021-05-30,False,1,True,True,False,1759679372,1224427391,69.58%,,,,,1
아파트,0,0,,False,0,False,True,True,491692502,376421615,76.56%,,,,,0
다세대주택,2,346908886,2021-08-31,False,0,True,True,False,428781126,278330386,64.91%,,,,,1
단독주택,3,1002287849,2021-01-01,False,0,True,True,False,667163701,361795690,54.23%,,,,,1
아파트,1,245807667,2022-03-14,False,0,True,True,False,451325675,326143010,72.26%,,,,,1
빌라,1,384417692,2024-07-20,False,0,True,True,False,707547952,367328240,51.92%,,,,,1
다세대주택,1,215628554,2023-02-08,False,0,True,True,False,647079301,511680992,79.08%,,,,,1
아파트,1,160190023,2022-09-26,False,0,True,True,False,299429993,180893749,60.41%,,,,,1
다세대주택,0,0,,False,1,True,True,False,176230306,125408114,71.16%,,,,,1
아파트,1,132057604,2021-09-04,False,0,True,True,False,516963877,269346390,52.1%,,,,,0
아파트,1,92990499,2025-07-11,False,0,True,True,False,224961441,164741655,73.23%,,,,,1
빌라,2,241561686,2024-08-27,False,0,True,True,False,356045439,370598927,104.09%,,,,,1
아파트,0,0,,False,0,False,True,True,362362017,309790867,85.49%,,,,,0
오피스텔,3,1135070673,2022-11-05,False,0,True,True,False,638074984,388459868,60.88%,,,,,1
아파트,4,1908138873,2024-07-13,False,0,True,True,False,916368611,731964430,79.88%,,,,,1
빌라,0,0,,False,0,False,True,True,430613935,231423967,53.74%,,,,,0
단독주택,1,235333658,2023-12-21,False,0,True,True,False,399694882,363827126,91.03%,,,,,1
빌라,0,0,,False,0,False,True,True,909991132,455607209,50.07%,,,,,0
아파트,2,174984731,2022-07-24,False,0,True,True,False,167191761,91956531,55.0%,,,,,1
아파트,0,0,,False,1,True,False,False,137588695,121125077,88.03%,,,,,1
오피스텔,1,319290731,2021-09-27,False,0,True,True,False,740496797,370698177,50.06%,,,,,0
아파트,1,297622913,2021-05-24,False,0,True,True,False,662612523,337813291,50.98%,,,,,0
빌라,0,0,,False,0,False,True,True,611065827,523631933,85.69%,,,,,0
아파트,0,0,,False,0,False,True,True,804489788,650706159,80.88%,,,,,0
아파트,2,444344113,2021-02-13,False,0,True,True,False,831449161,623662834,75.01%,,,,,1
아파트,0,0,,False,0,False,True,True,491811682,516763957,105.07%,,,,,1
오피스텔,1,176710687,2023-07-23,False,0,True,True,False,670892330,644341488,96.04%,,,,,1
아파트,0,0,,False,0,False,True,True,659665042,341173665,51.72%,,,,,0
오피스텔,0,0,,False,0,False,True,True,334504455,237393297,70.97%,,,,,0
아파트,0,0,,False,0,False,True,True,737203274,454808621,61.69%,,,,,0
아파트,0,0,,False,0,False,True,True,288287258,234405067,81.31%,,,,,0
아파트,2,357120259,2021-11-03,False,1,True,True,False,644268031,707607982,109.83%,,,,,1
빌라,2,72399495,2021-06-25,False,0,True,True,False,100000000,85673999,85.67%,,,,,1
아파트,1,50421362,2023-12-04,False,0,True,True,False,100000000,52349759,52.35%,,,,,1
오피스텔,0,0,,False,0,False,True,True,590161972,434940988,73.7%,,,,,0
빌라,2,84136668,2023-09-21,False,0,True,True,False,100000000,63881795,63.88%,,,,,1
아파트,1,247014030,2023-05-19,False,0,True,True,False,562345920,559452374,99.49%,,,,,1
아파트,1,118142150,2021-06-10,False,0,True,True,False,279531337,295415308,105.68%,,,,,1
아파트,1,88418493,2022-10-19,False,0,True,True,False,350622451,373327299,106.48%,,,,,1
빌라,0,0,,False,0,False,True,True,764606121,711760496,93.09%,,,,,0
다세대주택,2,268391969,2023-03-20,False,0,True,True,False,366166228,317636790,86.75%,,,,,1
다가구주택,1,101474490,2020-08-20,True,0,True,False,False,340603114,219104107,64.33%,,,,,1
빌라,2,225292849,2025-02-14,False,0,True,True,False,206941561,208698127,100.85%,,,,,1
아파트,0,0,,False,0,False,True,True,1699073632,1818958404,107.06%,,,,,1
아파트,0,0,,False,1,True,True,False,417845381,448886567,107.43%,,,,,1
아파트,0,0,,False,0,False,True,True,882548799,700547166,79.38%,,,,,0
연립주택,0,0,,True,0,False,False,False,434335119,435854408,100.35%,,,,,1
연립주택,0,0,,False,0,False,True,True,527949789,572588242,108.46%,,,,,1
오피스텔,0,0,,False,0,False,True,True,229734168,223911892,97.47%,,,,,0
빌라,1,199456796,2022-04-29,False,0,True,True,False,375607290,233696600,62.22%,,,,,1
빌라,1,128655452,2025-01-23,False,0,True,True,False,406091583,221784039,54.61%,,,,,0
아파트,1,164520645,2022-02-26,False,0,True,True,False,334274770,321144812,96.07%,,,,,1
아파트,0,0,,False,1,True,True,False,282934759,174931226,61.83%,,,,,1
오피스텔,0,0,,False,0,False,True,True,1023960875,781283509,76.3%,,,,,0
빌라,3,619519037,2020-11-08,False,0,True,True,False,545958629,381488471,69.87%,,,,,1
빌라,2,312195378,2024-03-08,False,1,True,True,False,360424561,367340813,101.92%,,,,,1
빌라,0,0,,False,0,False,True,True,784328635,713772312,91.0%,,,,,0
아파트,0,0,,False,0,False,True,True,573178870,317658140,55.42%,,,,,0
오피스텔,1,332907979,2021-04-14,True,0,True,False,False,885810882,543723117,61.38%,,,,,1
아파트,0,0,,True,0,False,False,False,338508955,262321232,77.49%,,,,,1
연립주택,0,0,,False,0,False,True,True,265166151,166181231,62.67%,,,,,0
빌라,2,352568078,2021-05-16,False,0,True,True,False,462486103,256685867,55.5%,,,,,1
오피스텔,2,424929932,2025-07-01,False,0,True,True,False,484337944,419408059,86.59%,,,,,1
빌라,3,623441987,2023-11-17,False,0,True,True,False,560950178,421497832,75.14%,,,,,1
아파트,1,276472688,2024-05-17,False,0,True,True,False,705086003,414129910,58.73%,,,,,0
아파트,0,0,,False,0,False,True,True,729807233,743478442,101.87%,,,,,1
아파트,3,201184408,2023-03-15,True,0,True,False,False,231814243,252825527,109.06%,,,,,1
오피스텔,3,139421600,2024-06-01,False,0,True,True,False,162231408,175010359,107.88%,,,,,1
아파트,0,0,,False,0,False,True,True,100000000,93065021,93.07%,,,,,0
아파트,4,1253866397,2024-01-19,False,0,True,True,False,576919163,454221906,78.73%,,,,,1
빌라,2,899134019,2021-04-23,False,0,True,True,False,1003205242,998448532,99.53%,,,,,1
아파트,1,52184549,2023-10-22,True,0,True,False,False,100000000,69630960,69.63%,,,,,1
빌라,1,192069058,2022-06-02,False,0,True,True,False,377880979,370778867,98.12%,,,,,1
오피스텔,1,213313589,2023-08-01,False,0,True,True,False,723731094,521659553,72.08%,,,,,1
오피스텔,1,285058066,2023-03-07,False,0,True,True,False,852733094,471142693,55.25%,,,,,0
빌라,0,0,,False,0,False,True,True,464906235,330735664,71.14%,,,,,0
다가구주택,0,0,,False,0,False,True,True,188570655,202564338,107.42%,,,,,1
오피스텔,0,0,,False,0,False,True,True,403225074,220072578,54.58%,,,,,0
다세대주택,1,100917086,2024-10-08,False,0,True,True,False,210720845,128427471,60.95%,,,,,1
다세대주택,1,69015400,2020-11-10,True,0,True,False,False,197245950,156923776,79.56%,,,,,1
오피스텔,2,416815881,2024-06-19,False,0,True,True,False,366191197,262479162,71.68%,,,,,1
다세대주택,0,0,,False,0,False,True,True,148608245,98591233,66.34%,,,,,0
빌라,0,0,,False,0,False,True,True,361769790,273205927,75.52%,,,,,0
아파트,2,434141984,2023-08-22,False,0,True,True,False,753159352,573470033,76.14%,,,,,1
아파트,2,1038293337,2024-03-28,False,0,True,True,False,2018579449,1080463489,53.53%,,,,,1
빌라,3,108394177,2023-05-17,False,0,True,True,False,100000000,85759753,85.76%,,,,,1
오피스텔,0,0,,True,0,False,False,False,547974433,285246841,52.05%,,,,,1
아파트,1,831713487,2024-07-11,False,0,True,True,False,1504391827,757717794,50.37%,,,,,1
아파트,1,418833337,2022-09-26,False,0,True,True,False,1394307885,1165910863,83.62%,,,,,1
빌라,0,0,,False,0,False,True,True,672535997,662987054,98.58%,,,,,0
다세대주택,1,87691781,2023-07-22,False,1,True,True,False,220703384,116473002,52.77%,,,,,1
빌라,0,0,,False,0,False,True,True,625686201,458895978,73.34%,,,,,0
오피스텔,0,0,,False,0,False,True,True,1139549821,595420484,52.25%,,,,,0
오피스텔,1,231198994,2023-11-18,True,0,True,False,False,503672048,287764820,57.13%,,,,,1
다세대주택,1,248881478,2022-09-21,False,1,True,True,False,487529961,453486803,93.02%,,,,,1
아파트,2,362412866,2025-03-25,False,0,True,True,False,365173746,290641417,79.59%,,,,,1
오피스텔,0,0,,False,0,False,True,True,890722192,789501416,88.64%,,,,,0
아파트,0,0,,False,0,False,True,True,311063710,323127235,103.88%,,,,,1
다세대주택,0,0,,False,0,False,True,True,352682087,226903856,64.34%,,,,,0
아파트,2,697100114,2024-09-23,False,0,True,True,False,689878721,697402223,101.09%,,,,,1
아파트,0,0,,False,0,False,True,True,460423630,403239856,87.58%,,,,,0
다세대주택,4,2031716127,2022-04-07,False,0,True,True,False,987085661,588829771,59.65%,,,,,1
아파트,2,332691614,2024-07-15,False,1,True,True,False,477719990,373767927,78.24%,,,,,1
아파트,1,213929646,2020-11-22,False,0,True,True,False,484834796,419216378,86.47%,,,,,1
빌라,0,0,,False,0,False,True,True,283456287,200808339,70.84%,,,,,0
빌라,0,0,,False,0,False,True,True,450883354,244154807,54.15%,,,,,0
빌라,3,592976976,2020-09-04,False,0,True,True,False,486057730,264667390,54.45%,,,,,1
단독주택,3,838771274,2024-02-16,False,0,True,True,False,564665286,343804539,60.89%,,,,,1
빌라,0,0,,False,0,False,True,True,622876411,493135455,79.17%,,,,,0
다세대주택,1,332134750,2023-01-04,False,0,True,True,False,608054172,334023347,54.93%,,,,,1
아파트,0,0,,False,1,True,True,False,646591004,618878772,95.71%,,,,,1
오피스텔,3,466653875,2023-02-10,False,0,True,True,False,325126194,191346550,58.85%,,,,,1
빌라,0,0,,False,0,False,True,True,492140207,377047305,76.61%,,,,,0
